ATTRIBUTE_replicates	ATTRIBUTE_sample	ATTRIBUTE_species	ATTRIBUTE_timepoint	Annotated Adduct Features ID	Best Ion	Correlated Features Group ID	G1	G2	G3	G4	G5	G6	GNPSGROUP:0	GNPSGROUP:1	GNPSGROUP:2	GNPSGROUP:3	GNPSGROUP:4	GNPSGROUP:5	GNPSGROUP:6	GNPSGROUP:7	GNPSGROUP:8	GNPSGROUP:9	GNPSGROUP:B.subtilis	GNPSGROUP:Control	GNPSGROUP:E.coli	GNPSGROUP:sample	GNPSLinkout_Cluster	GNPSLinkout_Network	INCHI	LibraryID	MQScore	MS2 Verification Comment	RTConsensus	RTMean	RTStdErr	Smiles	SpectrumID	SumPeakIntensity	UniqueFileSourcesCount	cluster index	componentindex	neutral M mass	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)
 	 	 	 	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=eb9eaf3cdfa040b484c255794f78f4a6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"29.0","main.cluster index_upperinput":"29.0"}	This Node is a Singleton	N/A	N/A	N/A	 	0.2925	0.2925	0	N/A	N/A	5289033.4860000005	80	29	-1	 	80	445.1197	1	445.1197	5289033.4860000005
 	 	 	 	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=eb9eaf3cdfa040b484c255794f78f4a6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"31.0","main.cluster index_upperinput":"31.0"}	This Node is a Singleton	N/A	N/A	N/A	 	0.2958	0.2958	0	N/A	N/A	4570635.416300001	80	31	-1	 	80	284.0490	1	284.0490	4570635.416300001
 	 	 	 	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=eb9eaf3cdfa040b484c255794f78f4a6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"32.0","main.cluster index_upperinput":"32.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=21&task=eb9eaf3cdfa040b484c255794f78f4a6&show=true	N/A	N/A	N/A	 	0.3161	0.3161	0	N/A	N/A	189617743.19999996	80	32	21	 	80	281.0509	1	281.0509	189617743.19999996
 	 	 	 	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=eb9eaf3cdfa040b484c255794f78f4a6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"36.0","main.cluster index_upperinput":"36.0"}	This Node is a Singleton	N/A	N/A	N/A	 	0.3466	0.3466	0	N/A	N/A	6201909.375000001	80	36	-1	 	80	239.0947	1	239.0947	6201909.375000001
 	 	 	 	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=eb9eaf3cdfa040b484c255794f78f4a6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"37.0","main.cluster index_upperinput":"37.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=230&task=eb9eaf3cdfa040b484c255794f78f4a6&show=true	N/A	N/A	N/A	 	0.3534	0.3534	0	N/A	N/A	14982767.266000004	80	37	230	 	80	161.0821	1	161.0821	14982767.266000004
 	 	 	 	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=eb9eaf3cdfa040b484c255794f78f4a6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"38.0","main.cluster index_upperinput":"38.0"}	This Node is a Singleton	N/A	N/A	N/A	 	0.3502	0.3502	0	N/A	N/A	3625451.8826999995	80	38	-1	 	80	227.0220	1	227.0220	3625451.8826999995
 	 	 	 	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=eb9eaf3cdfa040b484c255794f78f4a6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"39.0","main.cluster index_upperinput":"39.0"}	This Node is a Singleton	N/A	N/A	N/A	 	0.3589	0.3589	0	N/A	N/A	5570561.790999998	80	39	-1	 	80	302.0587	1	302.0587	5570561.790999998
 	 	 	 	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=eb9eaf3cdfa040b484c255794f78f4a6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"41.0","main.cluster index_upperinput":"41.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=21&task=eb9eaf3cdfa040b484c255794f78f4a6&show=true	N/A	N/A	N/A	 	0.3645	0.3645	0	N/A	N/A	12120423.311999999	80	41	21	 	80	267.0352	1	267.0352	12120423.311999999
 	 	 	 	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=eb9eaf3cdfa040b484c255794f78f4a6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"46.0","main.cluster index_upperinput":"46.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=230&task=eb9eaf3cdfa040b484c255794f78f4a6&show=true	N/A	N/A	N/A	 	0.4929	0.4929	0	N/A	N/A	10284097.435	80	46	230	 	80	161.0821	1	161.0821	10284097.435
 	 	 	 	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=eb9eaf3cdfa040b484c255794f78f4a6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"51.0","main.cluster index_upperinput":"51.0"}	This Node is a Singleton	N/A	N/A	N/A	 	0.4296	0.4296	0	N/A	N/A	3743457.4302000003	80	51	-1	 	80	284.0490	1	284.0490	3743457.4302000003
 	 	 	 	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=eb9eaf3cdfa040b484c255794f78f4a6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"52.0","main.cluster index_upperinput":"52.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=21&task=eb9eaf3cdfa040b484c255794f78f4a6&show=true	N/A	N/A	N/A	 	0.4346	0.4346	0	N/A	N/A	165446260.79999998	80	52	21	 	80	281.0509	1	281.0509	165446260.79999998
 	 	 	 	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=eb9eaf3cdfa040b484c255794f78f4a6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"53.0","main.cluster index_upperinput":"53.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=133&task=eb9eaf3cdfa040b484c255794f78f4a6&show=true	N/A	N/A	N/A	 	0.4336	0.4336	0	N/A	N/A	2567371.8931	80	53	133	 	80	355.0696	1	355.0696	2567371.8931
 	 	 	 	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=eb9eaf3cdfa040b484c255794f78f4a6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"55.0","main.cluster index_upperinput":"55.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=21&task=eb9eaf3cdfa040b484c255794f78f4a6&show=true	N/A	N/A	N/A	 	0.4292	0.4292	0	N/A	N/A	8164344.227	80	55	21	 	80	267.0352	1	267.0352	8164344.227
 	 	 	 	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=eb9eaf3cdfa040b484c255794f78f4a6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"59.0","main.cluster index_upperinput":"59.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=230&task=eb9eaf3cdfa040b484c255794f78f4a6&show=true	N/A	N/A	N/A	 	0.5019	0.5019	0	N/A	N/A	19248491.39599999	80	59	230	 	80	161.0821	1	161.0821	19248491.39599999
 	 	 	 	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=eb9eaf3cdfa040b484c255794f78f4a6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"61.0","main.cluster index_upperinput":"61.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=24&task=eb9eaf3cdfa040b484c255794f78f4a6&show=true	N/A	N/A	N/A	 	0.5030	0.5030	0	N/A	N/A	1015673.2324999998	80	61	24	 	80	179.0927	1	179.0927	1015673.2324999998
 	 	 	 	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=eb9eaf3cdfa040b484c255794f78f4a6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"64.0","main.cluster index_upperinput":"64.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=101&task=eb9eaf3cdfa040b484c255794f78f4a6&show=true	N/A	N/A	N/A	 	0.5207	0.5207	0	N/A	N/A	4008673.440559999	75	64	101	 	75	245.0954	1	245.0954	4008673.440559999
 	 	 	 	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=eb9eaf3cdfa040b484c255794f78f4a6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"68.0","main.cluster index_upperinput":"68.0"}	This Node is a Singleton	N/A	N/A	N/A	 	0.5240	0.5240	0	N/A	N/A	1640118.7025	80	68	-1	 	80	182.0290	1	182.0290	1640118.7025
 	 	 	 	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=eb9eaf3cdfa040b484c255794f78f4a6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"72.0","main.cluster index_upperinput":"72.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=163&task=eb9eaf3cdfa040b484c255794f78f4a6&show=true	N/A	N/A	N/A	 	0.5213	0.5213	0	N/A	N/A	3101586.390520001	75	72	163	 	75	181.0971	1	181.0971	3101586.390520001
 	 	 	 	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=eb9eaf3cdfa040b484c255794f78f4a6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"75.0","main.cluster index_upperinput":"75.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=513&task=eb9eaf3cdfa040b484c255794f78f4a6&show=true	N/A	N/A	N/A	 	0.5202	0.5202	0	N/A	N/A	664707.8462	73	75	513	 	73	157.0972	1	157.0972	664707.8462
 	 	 	 	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=eb9eaf3cdfa040b484c255794f78f4a6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"76.0","main.cluster index_upperinput":"76.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=402&task=eb9eaf3cdfa040b484c255794f78f4a6&show=true	N/A	N/A	N/A	 	0.5208	0.5208	0	N/A	N/A	7536160.970000001	80	76	402	 	80	158.9613	1	158.9613	7536160.970000001
 	 	 	 	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=eb9eaf3cdfa040b484c255794f78f4a6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"80.0","main.cluster index_upperinput":"80.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=26&task=eb9eaf3cdfa040b484c255794f78f4a6&show=true	N/A	N/A	N/A	 	0.5325	0.5325	0	N/A	N/A	39947.37815	15	80	26	 	15	166.1029	1	166.1029	39947.37815
 	 	 	 	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=eb9eaf3cdfa040b484c255794f78f4a6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"81.0","main.cluster index_upperinput":"81.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=16&task=eb9eaf3cdfa040b484c255794f78f4a6&show=true	N/A	N/A	N/A	 	0.5219	0.5219	0	N/A	N/A	32196733.25	74	81	16	 	74	160.0757	1	160.0757	32196733.25
 	 	 	 	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=eb9eaf3cdfa040b484c255794f78f4a6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"86.0","main.cluster index_upperinput":"86.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=82&task=eb9eaf3cdfa040b484c255794f78f4a6&show=true	N/A	N/A	N/A	 	0.5253	0.5253	0	N/A	N/A	53254346.47109997	79	86	82	 	79	169.0971	1	169.0971	53254346.47109997
 	 	 	 	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=eb9eaf3cdfa040b484c255794f78f4a6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"89.0","main.cluster index_upperinput":"89.0"}	This Node is a Singleton	N/A	N/A	N/A	 	0.4662	0.4662	0	N/A	N/A	108847798.73000002	80	89	-1	 	80	299.0614	1	299.0614	108847798.73000002
 	 	 	 	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=eb9eaf3cdfa040b484c255794f78f4a6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"93.0","main.cluster index_upperinput":"93.0"}	This Node is a Singleton	N/A	N/A	N/A	 	0.5279	0.5279	0	N/A	N/A	4319450.665	74	93	-1	 	74	318.1844	1	318.1844	4319450.665
 	 	 	 	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=eb9eaf3cdfa040b484c255794f78f4a6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"97.0","main.cluster index_upperinput":"97.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=26&task=eb9eaf3cdfa040b484c255794f78f4a6&show=true	InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)	Spectral Match to DL-Phenylalanine from NIST14	0.99224	 	0.5297	0.5297	0	C1=CC=C(C=C1)CC(C(=O)O)N	CCMSLIB00003135371	34989065.577400014	79	97	26	 	79	166.0863	1	166.0863	34989065.577400014
 	 	 	 	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=eb9eaf3cdfa040b484c255794f78f4a6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"98.0","main.cluster index_upperinput":"98.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=100&task=eb9eaf3cdfa040b484c255794f78f4a6&show=true	N/A	N/A	N/A	 	0.5338	0.5338	0	N/A	N/A	241128.61019	18	98	100	 	18	228.1208	1	228.1208	241128.61019
 	 	 	 	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=eb9eaf3cdfa040b484c255794f78f4a6&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"99.0","main.cluster index_upperinput":"99.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=155&task=eb9eaf3cdfa040b484c255794f78f4a6&show=true	N/A	N/A	N/A	 	0.5487	0.5487	0	N/A	N/A	7900543.112	74	99	155	 	74	167.0815	1	167.0815	7900543.112
